category,name,phone,address,latitude,longitude,opening_hours,rental_info,description
2169,籃球場,長安國小田徑場,02-86480944#242,新北市汐止區長興街一段80號,25.0795840235915,121.671086847782,六日,付費對外場地租借,本運動場興建於民國82年，位於長安國民小學內，期間歷經多次整修，最近一次整修為103年。主體為一圈約略180公尺的紅土跑道，及附有籃球場一座(主要設施，亦可做羽毛球、躲避球、樂樂棒球使用)，旁邊另有一座躲避球專用球場。
2170,田徑/跑道,長安國小田徑場,02-86480944#242,新北市汐止區長興街一段80號,25.0795840235915,121.671086847782,,不開放對外場地租借,本運動場興建於民國82年，位於長安國民小學內，期間歷經多次整修，最近一次整修為103年。主體為一圈約略180公尺的紅土跑道，及附有籃球場一座(主要設施，亦可做羽毛球、躲避球、樂樂棒球使用)，旁邊另有一座躲避球專用球場。
2172,足球場,汐止區綜合運動場,02-26411111#249,新北市汐止區忠孝東路9號,25.0650266125678,121.658037900925,一二三四五六日,付費對外場地租借,本場興建於民國95年4月，民國96年1月正式開幕，位處汐止區忠孝東路9號，交通方便地處汐止火車站旁及汐止交流道附近。周邊設有田徑場、足球場等，是汐止居民休閒活動的最佳場所。
2173,田徑/跑道,汐止區綜合運動場,02-26411111#249,新北市汐止區忠孝東路9號,25.0650266125678,121.658037900925,一二三四五六日,付費對外場地租借,本場興建於民國95年4月，民國96年1月正式開幕，位處汐止區忠孝東路9號，交通方便地處汐止火車站旁及汐止交流道附近。周邊設有田徑場、足球場等，是汐止居民休閒活動的最佳場所。
2174,籃球場,籃球場館,02-26430686#301,新北市汐止區樟樹二路135號,25.0656971855359,121.639637947083,六日,付費對外場地租借,1.本校風雨操場於民國99年落成並啟用 2.位於基隆河畔旁 3.基隆河畔與本校校園間以一條腳踏車步道做為區隔 4.風雨操場周邊有室外排球場、周長200公尺之紅土跑道等
2175,田徑/跑道,崇德國小田徑場,02-86482052,新北市汐止區茄苳里茄苳路158號,25.0693123852521,121.669185161591,一二三四五六日,免費對外場地租借,田徑場由紅土改為pu跑道，內含3個躲避球場、1個樂樂棒球場等設施
2176,羽球場,崇德國小崇光堂,02-86482052#15,新北市汐止區茄苳里茄苳路158號,25.0689139410528,121.668686270714,,不開放對外場地租借,本館建於民國74年3月，內有3面羽毛球場。
2177,田徑/跑道,青山國中(小)田徑場,02-26917877#125,新北市汐止區莊敬街33號,25.0611397773932,121.65661576226,一二三四五六日,免費對外場地租借,本場於民國102年鋪設PU跑道，周邊另有兒童遊戲設施、籃球場、戶外體健設施等休閒設施。
2178,田徑/跑道,青山國中(小)田徑場,02-26917877#125,新北市汐止區莊敬街33號,25.0611397773932,121.65661576226,一二三四五六日,免費對外場地租借,本場於民國102年鋪設PU跑道，周邊另有兒童遊戲設施、籃球場、戶外體健設施等休閒設施。
2181,棒壘球場,秀峰高中體育館,02-26412134,新北市汐止區忠孝東路201號,25.0661150769783,121.661159992218,,不開放對外場地租借,本場館興建於民國84年，位於秀峰高中內，周邊另有汐止運動公園、汐止游泳館等休閒設施。
2183,游泳池,北峰國小游泳池(館),02-26941817,新北市汐止區中興里環河街1號,25.0626066882911,121.631805896759,一二三四五六日,付費對外場地租借,本校游泳池興建完成於民國100年，一樓設置有25M*15M游泳池一座，二樓設置多功能運動場，含羽球、籃球、桌球、舞蹈教室
2184,田徑/跑道,保長國小操場,02-86482502#121,新北市汐止區大同路三段553號,25.071788379076,121.680868864059,一二三四五六日,不開放對外場地租借,本校於101年6月6日老舊校舍重建動土開工，102年11月29日重建工程竣工 ，操場在102學年度下學期開始啟用，操場內有PU跑道、籃球架3個，提供給校內師生使用，並於開放時間提供民眾來學校運動。 
2185,籃球場,保長國小操場,02-86482502#121,新北市汐止區大同路三段553號,25.071788379076,121.680868864059,一二三四五六日,不開放對外場地租借,本校於101年6月6日老舊校舍重建動土開工，102年11月29日重建工程竣工 ，操場在102學年度下學期開始啟用，操場內有PU跑道、籃球架3個，提供給校內師生使用，並於開放時間提供民眾來學校運動。 
2186,羽球場,汐止國小活動中心,02-26477271#203,新北市汐止區大同路二段313號,25.0667467706386,121.65513843298,六日,付費對外場地租借,本場(館)整修建於民國63年，平時以學生活動為主，內可打羽球、躲避球等室內活動，並辦理重要集會或活動，如畢業典禮。
2187,籃球場,汐止國小籃球場,02-26477271#203,新北市汐止區大同路二段313號,25.0672132500198,121.654250621796,一二三四五六日,付費對外場地租借,本場(館)整修建於民國94年，以學生上課使用為主，主要以籃球教學、躲避球教學為主。
2188,籃球場,秀峰國小田徑場,02-26480611#821,新北市汐止區仁愛路90號,25.0628885293207,121.661723256111,一二三四五六日,付費對外場地租借,合成橡膠200公尺田徑場，場中兩座籃球場及兩座躲避球場。
2189,田徑/跑道,秀峰國小田徑場,02-26480611#821,新北市汐止區仁愛路90號,25.0628885293207,121.661723256111,一二三四五六日,付費對外場地租借,合成橡膠200公尺田徑場，場中兩座籃球場及兩座躲避球場。
2190,籃球場,青山國中(小)體育館,02-26917877#125,新北市汐止區莊敬街33號,25.0612995205566,121.656584143639,一二三四五六日,付費對外場地租借,本館興建於民國89年，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2191,羽球場,青山國中(小)體育館,02-26917877#125,新北市汐止區莊敬街33號,25.0612995205566,121.656584143639,一二三四五六日,付費對外場地租借,本館興建於民國89年，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2193,籃球場,東山國小籃球場,02-26416170#13,新北市汐止區東山里汐平路二段76號,25.0600621932691,121.699966192245,一二三四五六日,免費對外場地租借,本場(館)興建於民國100年，位於校園內，另於105年進行部份整修，並移除遊戲器材。
2194,田徑/跑道,環形或直線慢跑場（非田徑場）,02-26421407#5202,新北市汐止區樟樹一路141巷2號,25.0672715598176,121.641027331352,一二三四五六日,不開放對外場地租借,本場地為學校附屬操場，正中央有躲避球場地兩面及兩面樂樂棒場地，旁邊有綜合球場附設籃球場兩面及躲避球場一面。
2196,田徑/跑道,環形或直線慢跑場（非田徑場）,02-26421407#5202,新北市汐止區樟樹一路141巷2號,25.0672715598176,121.641027331352,一二三四五六日,不開放對外場地租借,本場地為學校附屬操場，正中央有躲避球場地兩面及兩面樂樂棒場地，旁邊有綜合球場附設籃球場兩面及躲避球場一面。
2197,籃球場,環形或直線慢跑場（非田徑場）,02-26421407#5202,新北市汐止區樟樹一路141巷2號,25.0672715598176,121.641027331352,一二三四五六日,不開放對外場地租借,本場地為學校附屬操場，正中央有躲避球場地兩面及兩面樂樂棒場地，旁邊有綜合球場附設籃球場兩面及躲避球場一面。
2198,羽球場,風雨操場,02-26959941#224,新北市汐止區明峰街201號,25.0692245604507,121.628047602153,,不開放對外場地租借,半戶外籃球場一面、戶外籃球場一面
2199,健身房,世界健身俱樂部汐止店,02-26940000,新北市汐止區中興路168號2樓,25.0656680302658,121.631237268448,一二三四五六日,付費對外場地租借,範例：本場(館)興建於民國○年，位於○○公園內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2200,健身房,健身工廠汐止廠,02-26471888,新北市汐止區建成路58號B1之2,25.0732238722886,121.662259697914,一二三四五六日,付費對外場地租借,範例：本場(館)興建於民國○年，位於○○公園內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2201,籃球場,崇德國小籃球場,02-86482052,新北市汐止區茄苳里茄苳路158號,25.0695784189197,121.669186502695,,不開放對外場地租借,室外籃球場，共五個籃球框。
2202,田徑/跑道,樟樹國際實中田徑場,02-26430686#203,新北市汐止區樟樹二路135號,25.06498773866,121.638790369034,一二三四五六日,不開放對外場地租借,200公尺田徑場
2203,羽球場,汐止國民運動中心,02-86915691,新北市汐止區汐科路321號(主館),25.0654104917451,121.657705307007,一二三四五六日,不開放對外場地租借,本中心由新北市政府興建，擁有健身房、游泳池、籃球場、壁球場、羽球場、桌球室、有氧及舞蹈教室、瑜珈及TRX教室、飛輪教室及棒球打擊場，讓汐止市民盡情運動
2205,綜合/多功能場館,汐止國民運動中心,02-86915691,新北市汐止區汐科路321號(主館),25.0654104917451,121.657705307007,一二三四五六日,付費對外場地租借,本中心由新北市政府興建，擁有健身房、游泳池、籃球場、壁球場、羽球場、桌球室、有氧及舞蹈教室、瑜珈及TRX教室、飛輪教室及棒球打擊場，讓汐止市民盡情運動
2207,桌球場,汐止國民運動中心,02-86915691,新北市汐止區汐科路321號(主館),25.0654104917451,121.657705307007,一二三四五六日,不開放對外場地租借,本中心由新北市政府興建，擁有健身房、游泳池、籃球場、壁球場、羽球場、桌球室、有氧及舞蹈教室、瑜珈及TRX教室、飛輪教室及棒球打擊場，讓汐止市民盡情運動
2209,游泳池,汐止國民運動中心,02-86915691,新北市汐止區汐科路321號(主館),25.0654104917451,121.657705307007,一二三四五六日,不開放對外場地租借,本中心由新北市政府興建，擁有健身房、游泳池、籃球場、壁球場、羽球場、桌球室、有氧及舞蹈教室、瑜珈及TRX教室、飛輪教室及棒球打擊場，讓汐止市民盡情運動
2212,棒壘球場,汐止國民運動中心,02-86915691,新北市汐止區汐科路321號(主館),25.0654104917451,121.657705307007,一二三四五六日,不開放對外場地租借,本中心由新北市政府興建，擁有健身房、游泳池、籃球場、壁球場、羽球場、桌球室、有氧及舞蹈教室、瑜珈及TRX教室、飛輪教室及棒球打擊場，讓汐止市民盡情運動
2213,田徑/跑道,秀峰高中田徑場,02-26412134,新北市汐止區忠孝東路201號,25.0658040881336,121.6608273983,,不開放對外場地租借,秀峰高中200公尺操場
2214,棒壘球場,秀峰高中壘球場,02-26412134,新北市汐止區忠孝東路201號,25.0658040881336,121.6608273983,,不開放對外場地租借,"200公尺操場內設置一座壘球場,內野紅土.外野草皮"
2215,田徑/跑道,白雲國小田徑場,02-26403909,新北市汐止區福山里民權街二段90號,25.0476319598273,121.618165470093,一二三四五,免費對外場地租借,本田徑場翻修於101年11月完成，200公尺6條跑道的操場，中間是草皮適合踢足球
2216,籃球場,秀峰國小風雨操場,02-26480611#821,新北市汐止區仁愛路90號,25.0627670461978,121.661433577538,,不開放對外場地租借,此風雨操場包含一座籃球場及兩座羽球場，完工啟用於104年11月。
2217,健身房,全真概念健康事業（汐止）,02-77399999,新北市汐止區新台五路1段93號4樓,25.0606224443517,121.646516919027,一二三四五六日,付費對外場地租借,範例：本場(館)興建於民國○年，位於○○公園內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2218,籃球場,汐止國中風雨球場,02-26412065#1206,新北市汐止區禮門里大同路二段394號,25.0662802894809,121.657791137695,六日,付費對外場地租借,本場館興建於民國103年，位於汐止國中校園內，周邊另有生態池及彩虹步道等休閒設施。
2219,健身房,可爾姿汐止中興店,02-26931581,新北市汐止區中興路89號2樓,25.0641825814891,121.632311081861,,不開放對外場地租借,
2220,健身房,可爾姿汐止大同店,02-26492100,新北市汐止區大同路2段240號5樓之1,25.0648030874295,121.653435230255,一二三四五六日,付費對外場地租借,範例：本場(館)興建於民國○年，位於○○公園內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2221,棒壘球場,崇義高中室內棒球打擊場,02-86482078,新北市汐止區大同路三段68號,25.0773976070086,121.669072508812,,不開放對外場地租借,崇義高中棒球隊於民國99年成立，至今已有六年，在全國高中職棒聯賽中屢獲佳績，但礙於學校位於台北汐止區並沒有良好的棒球練習場地，棒球隊學生練習總是必須奔波前往河濱公園練習，在考量給予學生一個更優異的練習環境下，崇義高中特別將校區三樓場地重新整理規劃為棒球室內打擊場，讓所有熱愛棒球的孩子們能夠有一個舞台揮灑對棒球的熱情。
2222,棒壘球場,汐止國中棒球打擊場 ,02-26412065#1206,新北市汐止區禮門里大同路二段394號,25.0669024917363,121.65866067633,,不開放對外場地租借,此場地為本校棒球隊專用投擲打擊場，無對外開放。
2223,棒壘球場,汐止國小田徑場暨簡易棒球場,02-26477271#203,新北市汐止區大同路二段313號,25.0667564889771,121.655173301697,六日,付費對外場地租借,簡易戊級棒球場一座
2224,田徑/跑道,汐止國小田徑場暨簡易棒球場,02-26477271#203,新北市汐止區大同路二段313號,25.0667564889771,121.655173301697,六日,付費對外場地租借,簡易戊級棒球場一座
2225,棒壘球場,金龍國小內野紅土棒球練習場,02-26959941#224,新北市汐止區明峰街201號,25.0685689456382,121.6287535429,一二三四五六日,不開放對外場地租借,棒球隊訓練用內野紅土球場
2226,田徑/跑道,坪林國中田徑場,02-26656210,新北市坪林區國中路4號,24.9374685360303,121.712320446968,一二三四五六日,免費對外場地租借,本場整修於民國100年，場內另有籃球場3.5面、排球場2.5面等設施。
2227,籃球場,坪林國中田徑場,02-26656210,新北市坪林區國中路4號,24.9374685360303,121.712320446968,一二三四五六日,免費對外場地租借,本場整修於民國100年，場內另有籃球場3.5面、排球場2.5面等設施。
2228,排球場,坪林國中田徑場,02-26656210,新北市坪林區國中路4號,24.9374685360303,121.712320446968,一二三四五六日,免費對外場地租借,本場整修於民國100年，場內另有籃球場3.5面、排球場2.5面等設施。
2229,籃球場,坪林國小籃球場,02-26656213,新北市坪林區坪林里坪林街114號,24.9363400166949,121.711242198944,一二三四五六日,免費對外場地租借,本場館為國小用籃球場，地上兼有躲避球標線可供使用，附近有兒童遊樂器材可供使用。
2230,籃球場,坪林國中體育館,02-26656210,新北市坪林區國中路4號,24.9376254091283,121.711820214987,一二三四五六日,付費對外場地租借,本場館興建於民國88年，館內共有籃球場一面(主要設施)、羽球場三面(次要設施)、排球場一面(次要設施)；舞蹈教室一間(主要設施)。
2231,羽球場,坪林國中體育館,02-26656210,新北市坪林區國中路4號,24.9376254091283,121.711820214987,一二三四五六日,付費對外場地租借,本場館興建於民國88年，館內共有籃球場一面(主要設施)、羽球場三面(次要設施)、排球場一面(次要設施)；舞蹈教室一間(主要設施)。
2232,桌球場,坪林國中體育館,02-26656210,新北市坪林區國中路4號,24.9376254091283,121.711820214987,一二三四五六日,付費對外場地租借,本場館興建於民國88年，館內共有籃球場一面(主要設施)、羽球場三面(次要設施)、排球場一面(次要設施)；舞蹈教室一間(主要設施)。
2233,排球場,坪林國中體育館,02-26656210,新北市坪林區國中路4號,24.9376254091283,121.711820214987,一二三四五六日,付費對外場地租借,本場館興建於民國88年，館內共有籃球場一面(主要設施)、羽球場三面(次要設施)、排球場一面(次要設施)；舞蹈教室一間(主要設施)。
2234,舞蹈教室,坪林國中體育館,02-26656210,新北市坪林區國中路4號,24.9376254091283,121.711820214987,一二三四五六日,付費對外場地租借,本場館興建於民國88年，館內共有籃球場一面(主要設施)、羽球場三面(次要設施)、排球場一面(次要設施)；舞蹈教室一間(主要設施)。
2235,田徑/跑道,網球場館,02-29680612,新北市板橋區中正路325巷30號,25.0190593255462,121.45218372345,一二三四五,免費對外場地租借,本田徑場興建於民國67，位於國光國小校區內，內有跑道以及司令台
2236,網球場,網球場館,02-29680612,新北市板橋區中正路325巷30號,25.0190593255462,121.45218372345,,不開放對外場地租借,本田徑場興建於民國67，位於國光國小校區內，內有跑道以及司令台
2238,活動中心/多功能空間,重慶國中活動中心,02-29543001#504,新北市板橋區國慶路221號,24.9983202949629,121.461946964264,,不開放對外場地租借,本活動中心興建於民國81年，共有4層及地下室，有羽球場、游泳池等設施。
2239,羽球場,板橋高中羽球場(館),02-29602500#430,新北市板橋區文化路一段25號,25.0122254580907,121.458859205213,一二三四五六日,付費對外場地租借,本館建於民國61年，主要作為體育課程、全校集會多功能集會場地。
2240,籃球場,板橋高中羽球場(館),02-29602500#430,新北市板橋區文化路一段25號,25.0122254580907,121.458859205213,一二三四五六日,付費對外場地租借,本館建於民國61年，主要作為體育課程、全校集會多功能集會場地。
2241,排球場,板橋國中體育館,02-29666498#650,新北市板橋區中正路437號,25.025521873174,121.452836204189,,不開放對外場地租借,本館興建於民國102年，於102年12月完工，可供籃球及排球使用之多功能體育館。
2242,籃球場,板橋國中體育館,02-29666498#650,新北市板橋區中正路437號,25.025521873174,121.452836204189,,不開放對外場地租借,本館興建於民國102年，於102年12月完工，可供籃球及排球使用之多功能體育館。
2243,田徑/跑道,溪洲國小田徑場,02-26867705#31,新北市板橋區金門街289號,24.9869429684766,121.431756019592,一二三四五六日,不開放對外場地租借,本校有田徑場一座，周圍有籃球場2座，兒童遊戲設施2座，適合學生及居民從事休閒活動。
2244,籃球場,溪洲國小田徑場,02-26867705#31,新北市板橋區金門街289號,24.9869429684766,121.431756019592,一二三四五六日,不開放對外場地租借,本校有田徑場一座，周圍有籃球場2座，兒童遊戲設施2座，適合學生及居民從事休閒活動。
2245,田徑/跑道,忠孝國中田徑場,02-29631350#224,新北市板橋區成都街30號,25.0039988399253,121.461431980133,一二三四五六日,不開放對外場地租借,200公尺跑道，周邊另有籃球場及排球場。
2246,籃球場,光仁高中籃球場,02-29615161#213,新北市板橋區中山路二段255巷18號,25.0182183593866,121.476489901543,,不開放對外場地租借,兩個標準排球場，做為體育課之教學用途及教師下班後的運動場所。
2247,排球場,光仁高中籃球場,02-29615161#213,新北市板橋區中山路二段255巷18號,25.0182183593866,121.476489901543,,不開放對外場地租借,兩個標準排球場，做為體育課之教學用途及教師下班後的運動場所。
2251,田徑/跑道,實踐國小操場,02-29531233#133,新北市板橋區實踐路93巷51號,25.0057781929861,121.466678380966,一二三四五六日,免費對外場地租借,本校操場為兩百公尺跑道，中央球場包含一座籃球場，兩座躲避球場，周邊附設兒童遊樂器材。
2252,籃球場,實踐國小操場,02-29531233#133,新北市板橋區實踐路93巷51號,25.0057781929861,121.466678380966,一二三四五六日,免費對外場地租借,本校操場為兩百公尺跑道，中央球場包含一座籃球場，兩座躲避球場，周邊附設兒童遊樂器材。
2255,田徑/跑道,籃球場館,02-29614142#824,新北市板橋區重慶路157號,25.0036100081964,121.464035259451,一二三四五六日,付費對外場地租借,本場地於109年3月整修完畢，跑道有5道，一圈為200公尺。內有躲避球場3座，籃球架6座（單座）；周邊有2座兒童遊戲設施，跳遠沙坑1座（助跑道長21公尺）。
2256,田徑/跑道,重慶國中田徑場,02-29543001#504,新北市板橋區國慶路221號,24.9978000726702,121.462413668633,一二三四五六日,付費對外場地租借,本場興建於民國63年，為200公尺田徑場，於民國92年、103年翻修後至今。
2257,排球場,重慶國中田徑場,02-29543001#504,新北市板橋區國慶路221號,24.9978000726702,121.462413668633,一二三四五六日,付費對外場地租借,本場興建於民國63年，為200公尺田徑場，於民國92年、103年翻修後至今。
2259,籃球場,重慶國中籃球場,02-29543001#504,新北市板橋區國慶路221號,24.9976639393703,121.462032794952,一二三四五六日,付費對外場地租借,本場（館）興建於民國63年，103年整建，共有3個標準籃球場。
2260,排球場,莒光國小排球場(館),02-22517272#104,新北市板橋區華翠里莒光路163號,25.0254149961958,121.47393912077,一二三四五,不開放對外場地租借,本場(館)興建完成於民國101年，位於莒光國小內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2261,田徑/跑道,莒光國小田徑場,02-22517272#104,新北市板橋區華翠里莒光路163號,25.0253104887852,121.47393643856,一二三四五,付費對外場地租借,本場(館)興建完成於民國98年，位於莒光國小內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2262,足球場,莒光國小田徑場,02-22517272#104,新北市板橋區華翠里莒光路163號,25.0253104887852,121.47393643856,一二三四五,付費對外場地租借,本場(館)興建完成於民國98年，位於莒光國小內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2263,籃球場,莒光國小籃球場,02-22517272#104,新北市板橋區華翠里莒光路163號,25.0254465914419,121.473587751389,一二三四五,付費對外場地租借,本場(館)興建完成於民國99年，位於莒光國小內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2264,田徑/跑道,江翠國中田徑場,02-22518007#260,新北市板橋區松江街63號,25.0285428861056,121.467086076736,一二三四五六日,免費對外場地租借,本場(館)於民國84年完工，一圈為300公尺之跑道，全道共8個跑道。
2265,籃球場,江翠國中籃球場,02-22518007#261,新北市板橋區松江街63號,25.0284067868827,121.467311382294,一二三四五六日,不開放對外場地租借,本場(館)於民國82年完工，共有3個全場。
2266,排球場,江翠國中排球場(館),02-22518007#260,新北市板橋區松江街63號,25.0286157963414,121.467692255974,一二三四五六日,不開放對外場地租借,本場(館)於民國82年完工，共4面球場。
2267,排球場,大觀國中樂活館,02-22725015#831,新北市板橋區僑中一街1號,25.0098429290038,121.448731774549,一二三四五六日,付費對外場地租借,本場館落成於103年5月 內含綜合球場（籃、排、羽球場）
2268,羽球場,大觀國中樂活館,02-22725015#831,新北市板橋區僑中一街1號,25.0098429290038,121.448731774549,一二三四五六日,付費對外場地租借,本場館落成於103年5月 內含綜合球場（籃、排、羽球場）
2269,足球場,大漢橋足球場,02-89699596#501,新北市板橋區江子翠景觀河濱公園足球場(大漢溪右岸自行車道1.4KM處),25.0359631564737,121.468978180301,一二三四五六日,免費對外場地租借,河濱簡易型球場，於民眾閒暇之餘，提供運動
2270,羽球場,江翠國中活動中心,02-22518007#260,新北市板橋區松江街63號,25.029704584043,121.467965841293,六日,付費對外場地租借,本場(館)於民國91年完工，為一綜合性建築，一樓為圖書館、舞蹈教室、管樂教室，二樓為綜合運動場。
2271,羽球場,大觀國小活動中心,02-29603373#831,新北市板橋區大觀路一段30號,25.0088020617443,121.449812650681,一二三四五六日,付費對外場地租借,本場(館)興建於民國81年，位於本校地下二樓。
2272,舞蹈教室,大觀國小活動中心,02-29603373#831,新北市板橋區大觀路一段30號,25.0088020617443,121.449812650681,六日,付費對外場地租借,本場(館)興建於民國81年，位於本校地下二樓。
2273,田徑/跑道,大觀國中田徑場,02-22725015#831,新北市板橋區僑中一街1號,25.011003556543,121.448367834364,一二三四五六日,付費對外場地租借,本場興建於民國93年，田徑場內有籃球場，周邊另有跳高、跳遠、鉛球等場地。
2274,籃球場,大觀國中田徑場,02-22725015#831,新北市板橋區僑中一街1號,25.011003556543,121.448367834364,一二三四五六日,付費對外場地租借,本場興建於民國93年，田徑場內有籃球場，周邊另有跳高、跳遠、鉛球等場地。
2275,籃球場,大觀國小田徑場,02-29603373#831,新北市板橋區大觀路一段30號,25.0088603993163,121.449866294861,一二三四五六,付費對外場地租借,本場興建於民國81年，位於大觀國小內，周邊另有兒童遊戲設施。
2276,排球場,大觀國小田徑場,02-29603373#831,新北市板橋區大觀路一段30號,25.0088603993163,121.449866294861,一二三四五六,付費對外場地租借,本場興建於民國81年，位於大觀國小內，周邊另有兒童遊戲設施。
2277,田徑/跑道,大觀國小田徑場,02-29603373#831,新北市板橋區大觀路一段30號,25.0088603993163,121.449866294861,一二三四五六日,付費對外場地租借,本場興建於民國81年，位於大觀國小內，周邊另有兒童遊戲設施。
2278,羽球場,江翠國小活動中心,02-22526880#231,新北市板橋區松翠里文化路二段413號,25.0328377112075,121.47390961647,,不開放對外場地租借,本場館為80年度解決二部制教學增建教室建築工程，承作廠商為永年工程有限公司，屬RC建材。設計為:達黔生建築師事務所 
2279,田徑/跑道,江翠國小活動中心,02-22526880#231,新北市板橋區松翠里文化路二段413號,25.0328377112075,121.47390961647,一二三四五六日,付費對外場地租借,本場館為80年度解決二部制教學增建教室建築工程，承作廠商為永年工程有限公司，屬RC建材。設計為:達黔生建築師事務所 
2281,籃球場,莒光國小風雨操揚,02-22517272#104,新北市板橋區華翠里莒光路163號,25.0254320090216,121.473973989487,一二三四五,付費對外場地租借,本場興建完成於民國100年，位於莒光國小內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
2282,籃球場,中山國小中山樓三樓,02-22755313#133,新北市板橋區大觀路二段59巷31號,25.0020152684298,121.44823551178,一二三四五六日,付費對外場地租借,本場館為民國108年10月啟動，為室內體育館第一層為複合式球場，第二層為看台區，場內有一座複合式球場，並畫設一座籃球場以及四座羽毛球場。
2283,籃球場,新埔國中籃球場,02-22572275#318,新北市板橋區新海路181號,25.0252327157707,121.458680033684,一二三四五六日,不開放對外場地租借,本場地於民國80年8月竣工，於民國98年翻修至今，為壓克力地面，共有四座全場球場。
2284,籃球場,新埔國中體育館,02-22572275#512,新北市板橋區新海路181號,25.0255097819098,121.458889245987,一二三四五,付費對外場地租借,本場地於民國89年10月竣工，此場地為綜合性球場，場地為木製地板，可共用場地為一面籃球場全場、一面排球場全場、四面羽球場全場。
2285,籃球場,羽球場館,02-29686834#831,新北市板橋區黃石里文化路一段23號,25.0124189388122,121.457880735397,六日,付費對外場地租借,本館於民國76年興建啟用，位於本校校區內，場館為地下1層、地上3層，開放空間為地上1~3層樓，1樓為平面式空間，2樓為籃球、躲避球及羽球場的綜合型場地，籃球場及躲避球場各1個、羽球場4面，屬綜合型的場地 ，3樓為觀賽看台。
2286,羽球場,羽球場館,02-29686834#831,新北市板橋區黃石里文化路一段23號,25.0124189388122,121.457880735397,六日,付費對外場地租借,本館於民國76年興建啟用，位於本校校區內，場館為地下1層、地上3層，開放空間為地上1~3層樓，1樓為平面式空間，2樓為籃球、躲避球及羽球場的綜合型場地，籃球場及躲避球場各1個、羽球場4面，屬綜合型的場地 ，3樓為觀賽看台。
2288,田徑/跑道,信義國小田徑場,02-89667817#122,新北市板橋區四川路二段245巷60號,24.9916787870204,121.452559232712,六日,付費對外場地租借,興建於民國69年，PU跑道，綜合平面球場可以打籃球.躲避球.架網可以打網球。惟目前校內有交通局地下停車場興建工程，田徑場部分區域已圍起作為施工使用。
2289,羽球場,溪洲國小活動中心,02-26867705#31,新北市板橋區金門街289號,24.9862719650569,121.431562900543,六日,付費對外場地租借,本校活動中心內含有三個羽球場，有一舞台及高處看台，平日不對外開放，假日可供租借，租金一日含水電5000元。
2290,游泳池,重慶國小綜合館,02-29553562#305,新北市板橋區廣和街31號,24.9944162443651,121.463232608403,一二三四五六日,不開放對外場地租借,本場館興建於民國86年，位於重慶國小校本部旁，周邊有重慶光點社區，設施包含游泳池、重訓室及排球場。
2291,綜合/多功能場館,重慶國小綜合館,02-29553562#305,新北市板橋區廣和街31號,24.9944162443651,121.463232608403,,付費對外場地租借,本場館興建於民國86年，位於重慶國小校本部旁，周邊有重慶光點社區，設施包含游泳池、重訓室及排球場。
2293,健身房,重慶國小綜合館,02-29553562#305,新北市板橋區廣和街31號,24.9944162443651,121.463232608403,一二三四五六日,不開放對外場地租借,本場館興建於民國86年，位於重慶國小校本部旁，周邊有重慶光點社區，設施包含游泳池、重訓室及排球場。
2294,排球場,重慶國小綜合館,02-29553562#305,新北市板橋區廣和街31號,24.9944162443651,121.463232608403,,不開放對外場地租借,本場館興建於民國86年，位於重慶國小校本部旁，周邊有重慶光點社區，設施包含游泳池、重訓室及排球場。
2295,排球場,豫章工商排球場,02-29519810#351,新北市板橋區四川路一段391號,24.9973479150568,121.458937525749,,不開放對外場地租借,本排球場均作為校內體育課與校內排球賽使用
2296,田徑/跑道,新埔國中田徑場,02-22572275#318,新北市板橋區新海路181號,25.0249410665275,121.458256244659,一二三四五六日,不開放對外場地租借,本場地於民國79年10月竣工，場地為200公尺PU場地，中間腹地為草皮。
2297,排球場,新埔國中排球場,02-22572275#318,新北市板橋區新海路181號,25.024970231483,121.458942890167,一二三四五六日,不開放對外場地租借,本場地於民國79年10月竣工，於民國98年翻修至今，共有四面場地。
2298,羽球場,重慶國中活動中心,02-29543001#504,新北市板橋區國慶路221號,24.9984369800346,121.461963057518,,付費對外場地租借,本活動中心整棟共有四層及地下室，有室內游泳池、羽球場等。
2299,田徑/跑道,文聖國小田徑場,02-22530782,新北市板橋區文聖街86號,25.0290824208251,121.4770424366,一二三四五六日,不開放對外場地租借,運動場（館）：田徑場（因為田徑場含括所有設施面積） 運動設施：田徑場(主要設施)、籃球場(次要設施)、、躲避球場(次要設施)、兒童遊戲設施(次要設施)   
2300,籃球場,文聖國小田徑場,02-22530782,新北市板橋區文聖街86號,25.0290824208251,121.4770424366,,不開放對外場地租借,運動場（館）：田徑場（因為田徑場含括所有設施面積） 運動設施：田徑場(主要設施)、籃球場(次要設施)、、躲避球場(次要設施)、兒童遊戲設施(次要設施)   
